command|status|accept/ignore|step_time|step_num|step_length|side_step_length|step_angle_rad|logtime|
|stop|ignore|0|0|0|0|0|0:1:26|
|stop|ignore|0|0|0|0|0|0:1:27|
|stop|ignore|0|0|0|0|0|0:1:28|
|stop|ignore|0|0|0|0|0|0:1:29|
|stop|ignore|0|0|0|0|0|0:1:30|
|stop|ignore|0|0|0|0|0|0:1:30|
|stop|ignore|0|0|0|0|0|0:1:31|
|stop|ignore|0|0|0|0|0|0:1:32|
|stop|ignore|0|0|0|0|0|0:1:33|
|stop|ignore|0|0|0|0|0|0:1:34|
|stop|ignore|0|0|0|0|0|0:1:35|
|stop|ignore|0|0|0|0|0|0:1:36|
|stop|ignore|0|0|0|0|0|0:1:36|
|stop|ignore|0|0|0|0|0|0:1:37|
|stop|ignore|0|0|0|0|0|0:1:38|
|stop|ignore|0|0|0|0|0|0:1:39|
|stop|ignore|0|0|0|0|0|0:1:40|
stop|stop|accept|2|2|0.2|0.05|0.1|0:1:41|
stop|stop|accept|2|2|0.2|0.05|0.1|0:1:42|
right|rightward|ignore|2|2|0.2|0.05|0.1|0:1:42|
stop|stop|accept|2|2|0.2|0.05|0.1|0:1:43|
stop|stop|accept|2|2|0.2|0.05|0.1|0:1:44|
forward|forward|accept|2|2|0.2|0.05|0.1|0:1:45|
forward|forward|accept|2|2|0.2|0.05|0.1|0:1:46|
forward|forward|accept|2|2|0.2|0.05|0.1|0:1:47|
forward|forward|accept|2|2|0.2|0.05|0.1|0:1:48|
stop|stop|accept|2|2|0.2|0.05|0.1|0:1:48|
forward|forward|accept|2|2|0.2|0.05|0.1|0:1:49|
forward|forward|accept|2|2|0.2|0.05|0.1|0:1:50|
stop|stop|accept|2|2|0.2|0.05|0.1|0:1:51|
forward|forward|accept|2|2|0.2|0.05|0.1|0:1:52|
forward|forward|accept|2|2|0.2|0.05|0.1|0:1:53|
stop|stop|accept|2|2|0.2|0.05|0.1|0:1:54|
left|leftward|ignore|2|2|0.2|0.05|0.1|0:1:54|
backward|backward|accept|2|2|0.2|0.05|0.1|0:1:55|
forward|forward|accept|2|2|0.2|0.05|0.1|0:1:56|
left|leftward|ignore|2|2|0.2|0.05|0.1|0:1:57|
backward|backward|accept|2|2|0.2|0.05|0.1|0:1:58|
backward|backward|accept|2|2|0.2|0.05|0.1|0:1:59|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:0|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:0|
forward|forward|accept|2|2|0.2|0.05|0.1|0:2:1|
forward|forward|accept|2|2|0.2|0.05|0.1|0:2:2|
forward|forward|accept|2|2|0.2|0.05|0.1|0:2:3|
forward|forward|accept|2|2|0.2|0.05|0.1|0:2:4|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:5|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:6|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:6|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:7|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:8|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:9|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:10|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:11|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:12|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:12|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:13|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:14|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:15|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:16|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:17|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:18|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:18|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:19|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:20|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:21|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:22|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:23|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:24|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:24|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:25|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:26|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:27|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:28|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:29|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:30|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:30|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:31|
backward|backward|accept|2|2|0.2|0.05|0.1|0:2:32|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:33|
forward|forward|accept|2|2|0.2|0.05|0.1|0:2:34|
left|leftward|ignore|2|2|0.2|0.05|0.1|0:2:35|
right|rightward|ignore|2|2|0.2|0.05|0.1|0:2:36|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:36|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:37|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:38|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:39|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:40|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:41|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:42|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:42|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:43|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:44|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:45|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:46|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:47|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:48|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:48|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:49|
left|leftward|ignore|2|2|0.2|0.05|0.1|0:2:50|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:51|
turn left|left rotating|ignore|2|2|0.2|0.05|0.1|0:2:52|
centered left|centered left|accept|2|1|0.05|0.1|0.3|0:2:53|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:54|
centered right|stop|ignore|2|1|0.05|0.1|0.3|0:2:54|
stop|centered right|ignore|2|2|0.2|0.05|0.1|0:2:55|
stop|stop|accept|2|2|0.2|0.05|0.1|0:2:56|
turn right|right rotating|ignore|2|2|0.2|0.05|0.1|0:2:57|
stop|right rotating|ignore|2|2|0.2|0.05|0.1|0:2:58|
centered right|stop|ignore|2|1|0.05|0.1|0.3|0:2:59|
centered right|centered right|accept|2|1|0.05|0.1|0.3|0:3:0|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:0|
expanded left|expanded left|accept|2|1|0.1|0.05|0.3|0:3:1|
expanded right|expanded right|accept|2|1|0.1|0.05|0.3|0:3:2|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:3|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:4|
expanded left|expanded left|accept|2|1|0.1|0.05|0.3|0:3:5|
expanded left|expanded left|accept|2|1|0.1|0.05|0.3|0:3:6|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:6|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:7|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:8|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:9|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:10|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:11|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:12|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:12|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:13|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:14|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:15|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:16|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:17|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:18|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:18|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:19|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:20|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:21|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:22|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:23|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:24|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:25|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:25|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:26|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:27|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:28|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:29|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:30|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:31|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:31|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:32|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:33|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:34|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:35|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:36|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:37|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:37|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:38|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:39|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:40|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:41|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:42|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:43|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:43|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:44|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:45|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:46|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:47|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:48|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:49|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:49|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:50|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:51|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:52|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:53|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:54|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:55|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:55|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:56|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:57|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:58|
stop|stop|accept|2|2|0.2|0.05|0.1|0:3:59|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:0|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:1|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:1|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:2|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:3|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:4|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:5|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:6|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:7|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:7|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:8|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:9|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:10|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:11|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:12|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:13|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:13|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:14|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:15|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:16|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:17|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:18|
forward|forward|accept|2|2|0.2|0.05|0.1|0:4:19|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:20|
right|rightward|ignore|2|2|0.2|0.05|0.1|0:4:20|
backward|backward|accept|2|2|0.2|0.05|0.1|0:4:21|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:22|
left|leftward|ignore|2|2|0.2|0.05|0.1|0:4:23|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:24|
centered left|centered left|accept|2|1|0.05|0.1|0.3|0:4:25|
centered right|centered right|accept|2|1|0.05|0.1|0.3|0:4:26|
centered right|centered right|accept|2|1|0.05|0.1|0.3|0:4:26|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:27|
turn left|left rotating|ignore|2|2|0.2|0.05|0.1|0:4:28|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:29|
turn left|left rotating|ignore|2|2|0.2|0.05|0.1|0:4:30|
turn left|left rotating|ignore|2|2|0.2|0.05|0.1|0:4:31|
turn left|left rotating|ignore|2|2|0.2|0.05|0.1|0:4:32|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:32|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:33|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:34|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:35|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:36|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:37|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:38|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:38|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:39|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:40|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:41|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:42|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:43|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:44|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:44|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:45|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:46|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:47|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:48|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:49|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:50|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:50|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:51|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:52|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:53|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:54|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:55|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:56|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:56|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:57|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:58|
stop|stop|accept|2|2|0.2|0.05|0.1|0:4:59|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:0|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:1|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:2|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:2|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:3|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:4|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:5|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:6|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:7|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:8|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:8|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:9|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:10|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:11|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:12|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:13|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:14|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:14|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:15|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:16|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:17|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:18|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:19|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:20|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:20|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:21|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:22|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:23|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:24|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:25|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:26|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:26|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:27|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:28|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:29|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:30|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:31|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:32|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:32|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:33|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:34|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:35|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:36|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:37|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:38|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:38|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:39|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:40|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:41|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:42|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:43|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:44|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:44|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:45|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:46|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:47|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:48|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:49|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:50|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:50|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:51|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:52|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:53|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:54|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:55|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:56|
stop|stop|accept|2|2|0.2|0.05|0.1|0:5:57|
